StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Gender,Age,check,check_7_TEXT,1A_acceptance,2B_acceptance,3A_acceptance,4B_acceptance,5A_acceptance,6B_acceptance,7A_acceptance,8B_acceptance,9A_acceptance,10B_acceptance,11A_acceptance,12B_acceptance,13A_acceptance,14B_acceptance,15A_acceptance,16B_acceptance,17A_acceptance,18B_acceptance,1B_acceptance,2A_acceptance,3B_acceptance,4A_acceptance,5B_acceptance,6A_acceptance,7B_acceptance,8A_acceptance,9B_acceptance,10A_acceptance,11B_acceptance,12A_acceptance,13B_acceptance,14A_acceptance,15B_acceptance,16A_acceptance,17B_acceptance,18A_acceptance,serious
2019-01-07 11:33:59,2019-01-07 11:41:50,0,187.123.53.71,100,471,1,2019-01-07 11:41:51,R_2c76yzcCnbso8aK,NA,NA,NA,NA,-5.1029052734375,-42.8014984130859375,anonymous,EN,1,1,33,7,I read the instructions,7,NA,NA,4,5,NA,5,NA,5,NA,3,3,NA,3,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 11:34:06,2019-01-07 11:44:14,0,172.100.148.25,100,607,1,2019-01-07 11:44:14,R_1rqyb3XN7GpAK8Y,NA,NA,NA,NA,42.092803955078125,-79.2440032958984375,anonymous,EN,1,1,26,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,NA,3,6,5,7,NA,5,NA,6,NA,6,NA,NA,1
2019-01-07 11:36:14,2019-01-07 11:46:20,0,223.181.222.143,100,605,1,2019-01-07 11:46:20,R_3Oel05DnpnT2CgM,NA,NA,NA,NA,10.99249267578125,76.961395263671875,anonymous,EN,1,1,30,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,NA,2,NA,7,NA,NA,5,5,3,4,NA,7,4,NA,NA,1
2019-01-07 11:43:01,2019-01-07 11:47:41,0,12.202.65.130,100,279,1,2019-01-07 11:47:41,R_260Wi9wOattJSWR,NA,NA,NA,NA,41.438507080078125,-81.73979949951171875,anonymous,EN,1,2,38,7,I read the instructions,2,1,NA,NA,1,1,5,NA,5,3,NA,NA,NA,5,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 11:43:13,2019-01-07 11:47:54,0,174.58.25.22,100,280,1,2019-01-07 11:47:54,R_2427EZEE4cNG1Lp,NA,NA,NA,NA,27.326202392578125,-82.4723968505859375,anonymous,EN,1,2,64,7,I read the instructions,6,NA,NA,NA,6,NA,NA,6,5,4,5,2,7,NA,NA,3,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 11:44:49,2019-01-07 11:48:02,0,68.82.4.150,100,192,1,2019-01-07 11:48:02,R_21aesNBP1vHGwjY,NA,NA,NA,NA,40.059600830078125,-75.0818023681640625,anonymous,EN,1,2,29,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,2,2,NA,NA,4,NA,NA,NA,2,4,5,3,NA,NA,1
2019-01-07 11:42:53,2019-01-07 11:48:16,0,78.176.118.99,100,322,1,2019-01-07 11:48:16,R_3J1Ubtr7bhJA8lA,NA,NA,NA,NA,40.9886932373046875,29.0236053466796875,anonymous,EN,1,1,34,7,I read the instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,3,2,7,5,NA,NA,NA,5,6,6,NA,6,NA,1
2019-01-07 11:48:30,2019-01-07 11:53:53,0,173.173.35.3,100,323,1,2019-01-07 11:53:54,R_2ZE2Zot4OnesQX5,NA,NA,NA,NA,31.576507568359375,-97.17859649658203125,anonymous,EN,1,1,37,7,I read the instructions,NA,6,7,3,NA,NA,5,5,NA,NA,NA,NA,7,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 11:50:18,2019-01-07 11:57:54,0,122.173.32.237,100,455,1,2019-01-07 11:57:54,R_2tLkZfkbApradCb,NA,NA,NA,NA,30.7342987060546875,76.793304443359375,anonymous,EN,1,1,28,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,3,6,NA,6,5,6,NA,6,NA,NA,7,6,1
2019-01-07 11:51:00,2019-01-07 11:58:18,0,116.68.86.219,100,438,1,2019-01-07 11:58:19,R_1o5CPVW5CMAuwc7,NA,NA,NA,NA,8.50689697265625,76.9569091796875,anonymous,EN,1,2,34,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,6,4,4,5,NA,5,NA,3,4,NA,NA,NA,NA,2,1
2019-01-07 11:54:45,2019-01-07 11:58:47,0,67.149.230.40,100,241,1,2019-01-07 11:58:47,R_cuU96ypTKQlfWSd,NA,NA,NA,NA,42.5028076171875,-83.18869781494140625,anonymous,EN,1,1,33,7,I read the instructions,4,NA,6,NA,NA,3,5,NA,3,NA,NA,6,NA,4,5,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 11:55:27,2019-01-07 11:59:04,0,66.24.228.221,100,217,1,2019-01-07 11:59:04,R_1psadcdMFQdTTki,NA,NA,NA,NA,42.092803955078125,-79.2440032958984375,anonymous,EN,1,2,31,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,NA,5,NA,NA,4,NA,3,NA,3,3,6,4,1
2019-01-07 11:54:31,2019-01-07 12:00:11,0,108.20.46.81,100,339,1,2019-01-07 12:00:11,R_27BGwGv4gVCd76B,NA,NA,NA,NA,41.904998779296875,-71.10260009765625,anonymous,EN,1,2,57,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,NA,NA,NA,NA,1,NA,2,3,NA,4,4,4,2,NA,1
2019-01-07 11:50:27,2019-01-07 12:00:59,0,74.96.234.80,100,631,1,2019-01-07 12:00:59,R_votE7DHkvyLpZjH,NA,NA,NA,NA,38.8871002197265625,-77.09320068359375,anonymous,EN,1,1,32,7,I read the instructions,7,3,NA,6,5,2,NA,NA,NA,6,7,NA,NA,NA,7,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 11:57:25,2019-01-07 12:04:06,0,192.77.184.82,100,401,1,2019-01-07 12:04:07,R_1Io2ywXhpi2ksvw,NA,NA,NA,NA,43.1067047119140625,-75.2313995361328125,anonymous,EN,1,1,62,7,I read the instructions,NA,NA,7,6,6,NA,NA,4,5,2,5,2,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 11:59:57,2019-01-07 12:06:45,0,206.213.209.35,100,407,1,2019-01-07 12:06:45,R_1o1OwY0QYLX1qHt,NA,NA,NA,NA,41.5381927490234375,-72.80699920654296875,anonymous,EN,1,1,31,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,NA,NA,4,NA,5,4,3,NA,NA,NA,3,5,NA,NA,1
2019-01-07 12:02:01,2019-01-07 12:07:12,0,70.186.214.158,100,311,1,2019-01-07 12:07:12,R_3nk22PKdtFUhvUz,NA,NA,NA,NA,36.763397216796875,-76.33969879150390625,anonymous,EN,1,2,52,7,I read the instructions,2,2,NA,4,NA,2,NA,4,5,6,4,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:03:03,2019-01-07 12:07:30,0,70.127.195.236,100,267,1,2019-01-07 12:07:30,R_2VKfNihDYAQPpF7,NA,NA,NA,NA,27.739105224609375,-82.64350128173828125,anonymous,EN,1,1,31,7,I read the instructions,5,2,NA,6,5,4,NA,5,NA,3,5,NA,NA,NA,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 11:57:39,2019-01-07 12:08:47,0,98.185.30.83,100,667,1,2019-01-07 12:08:47,R_1rk3VDmbjysvuTR,NA,NA,NA,NA,37.25030517578125,-80.05249786376953125,anonymous,EN,1,1,40,7,I read the instructions,NA,2,6,NA,6,NA,5,NA,NA,NA,NA,4,7,7,NA,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:08:43,2019-01-07 12:09:57,0,42.104.87.37,100,74,1,2019-01-07 12:09:58,R_2VC15Rd2I2KKpfC,NA,NA,NA,NA,10.350006103515625,77.95001220703125,anonymous,EN,1,1,30,7,NA,NA,4,NA,NA,5,NA,4,NA,NA,NA,4,4,4,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:02:27,2019-01-07 12:10:01,0,98.113.33.107,100,454,1,2019-01-07 12:10:02,R_8kWzOeSTy1MolwJ,NA,NA,NA,NA,40.78509521484375,-73.809600830078125,anonymous,EN,1,1,45,7,I read the instructions,3,NA,5,NA,NA,NA,5,2,6,NA,NA,2,6,4,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:07:44,2019-01-07 12:11:07,0,103.114.211.100,100,203,1,2019-01-07 12:11:08,R_1hKbW6LvPir8Srm,NA,NA,NA,NA,10.99249267578125,76.961395263671875,anonymous,EN,1,1,30,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,5,3,NA,6,5,NA,NA,NA,6,4,5,NA,4,1
2019-01-07 12:04:39,2019-01-07 12:12:39,0,106.193.132.106,100,480,1,2019-01-07 12:12:39,R_2R9OA3LXQrjbOUc,NA,NA,NA,NA,18.533294677734375,73.86669921875,anonymous,EN,1,1,35,7,I read the instructions,NA,6,3,3,6,2,NA,NA,5,5,NA,NA,NA,4,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:09:03,2019-01-07 12:13:14,0,146.115.18.186,100,250,1,2019-01-07 12:13:14,R_10ZsX6h2OF2yrtD,NA,NA,NA,NA,42.34710693359375,-71.10269927978515625,anonymous,EN,1,1,37,7,I read the instructions,3,NA,5,4,NA,NA,NA,NA,NA,1,4,2,NA,6,5,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:02:43,2019-01-07 12:14:58,0,116.68.73.13,100,734,1,2019-01-07 12:14:59,R_1CrrNHhZo7AvhPV,NA,NA,NA,NA,8.50689697265625,76.9569091796875,anonymous,EN,1,2,34,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,7,2,NA,6,7,NA,NA,NA,7,6,NA,NA,6,3,7,1
2019-01-07 12:13:33,2019-01-07 12:15:42,0,223.228.159.251,100,128,1,2019-01-07 12:15:42,R_1YUNXGazlWgE8Fj,NA,NA,NA,NA,13.0832977294921875,80.283294677734375,anonymous,EN,1,2,47,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,6,NA,NA,3,5,NA,5,5,3,NA,5,6,1
2019-01-07 12:11:07,2019-01-07 12:18:48,0,173.254.194.196,100,461,1,2019-01-07 12:18:49,R_1hQkjO0bUYy3HLR,NA,NA,NA,NA,34.0493927001953125,-118.26409912109375,anonymous,EN,1,2,28,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,5,NA,NA,7,5,NA,6,5,3,NA,NA,6,6,NA,1
2019-01-07 12:12:27,2019-01-07 12:20:50,0,24.198.188.151,100,502,1,2019-01-07 12:20:50,R_2V4RERrOdY9Cq45,NA,NA,NA,NA,44.2523040771484375,-69.79129791259765625,anonymous,EN,1,1,52,7,I read the instructions,5,1,NA,6,3,3,4,6,5,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 11:55:00,2019-01-07 12:22:47,0,77.111.246.212,100,1667,1,2019-01-07 12:22:47,R_22J4IrvEWusQ7rV,NA,NA,NA,NA,47,8,anonymous,EN,1,1,32,7,I read the instructions,6,4,NA,6,6,NA,NA,2,NA,1,6,NA,NA,NA,NA,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:18:51,2019-01-07 12:23:02,0,69.115.243.89,100,250,1,2019-01-07 12:23:02,R_302CDuX6VB91VZe,NA,NA,NA,NA,40.9087066650390625,-74.65540313720703125,anonymous,EN,1,2,59,7,I read the instructions,NA,NA,6,NA,NA,2,3,NA,4,NA,4,1,7,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:16:54,2019-01-07 12:23:39,0,23.111.165.2,100,404,1,2019-01-07 12:23:39,R_3shU7Ogz8wosofF,NA,NA,NA,NA,28.00909423828125,-82.5034027099609375,anonymous,EN,1,2,28,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,NA,4,6,NA,7,7,NA,NA,5,6,NA,NA,3,NA,NA,1
2019-01-07 12:22:05,2019-01-07 12:26:07,0,52.205.4.209,100,241,1,2019-01-07 12:26:07,R_22t9p7b0GL99QSc,NA,NA,NA,NA,39.048095703125,-77.47280120849609375,anonymous,EN,1,1,42,7,I read the instructions,6,2,7,4,NA,2,6,NA,7,3,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:21:06,2019-01-07 12:27:38,0,12.175.239.126,100,392,1,2019-01-07 12:27:39,R_1fZUITTvaF3z5qJ,NA,NA,NA,NA,39.78509521484375,-86.1595001220703125,anonymous,EN,1,1,60,7,I read the instructions,NA,NA,NA,NA,6,NA,6,4,NA,4,5,NA,6,6,NA,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:22:50,2019-01-07 12:28:55,0,174.131.121.105,100,365,1,2019-01-07 12:28:55,R_2fjoCPKAIIv6CPy,NA,NA,NA,NA,29.84100341796875,-82.6156005859375,anonymous,EN,1,2,44,7,I READ THE INSTRUCTIONS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,NA,NA,5,2,6,NA,5,4,7,NA,NA,6,NA,5,NA,1
2019-01-07 12:21:36,2019-01-07 12:29:12,0,223.238.54.100,100,455,1,2019-01-07 12:29:13,R_3EnU2dLaGda4gd1,NA,NA,NA,NA,17.6999969482421875,83.29998779296875,anonymous,EN,1,1,44,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,3,5,NA,5,NA,NA,6,6,NA,NA,6,7,NA,NA,5,1
2019-01-07 12:25:52,2019-01-07 12:29:57,0,108.201.15.80,100,244,1,2019-01-07 12:29:57,R_AmnA05yzGJASixH,NA,NA,NA,NA,39.7187042236328125,-82.6031036376953125,anonymous,EN,1,2,66,7,I read the instructions,NA,NA,6,3,4,NA,NA,4,5,NA,5,NA,7,NA,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:27:58,2019-01-07 12:32:15,0,69.125.65.103,100,256,1,2019-01-07 12:32:15,R_3frDJttMoXNfGHH,NA,NA,NA,NA,40.87640380859375,-74.08380126953125,anonymous,EN,1,1,36,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,5,4,NA,NA,6,4,6,NA,6,4,5,1
2019-01-07 12:33:02,2019-01-07 12:36:26,0,174.56.68.49,100,204,1,2019-01-07 12:36:27,R_1F9Xop6VyIcEoOq,NA,NA,NA,NA,35.1009979248046875,-106.51830291748046875,anonymous,EN,1,2,28,7,I read the instructions,5,NA,NA,4,6,NA,6,3,NA,1,NA,4,NA,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:36:03,2019-01-07 12:39:21,0,68.63.164.6,100,198,1,2019-01-07 12:39:21,R_3PF9HtzXznt3hkM,NA,NA,NA,NA,36.105499267578125,-83.9459991455078125,anonymous,EN,1,1,33,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,4,4,NA,NA,NA,NA,5,NA,3,NA,NA,6,NA,6,1
2019-01-07 12:36:58,2019-01-07 12:39:22,0,98.251.169.14,100,144,1,2019-01-07 12:39:23,R_3qKANFe9fHa6AQS,NA,NA,NA,NA,34.9441070556640625,-89.854400634765625,anonymous,EN,1,2,34,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,7,2,7,NA,6,7,7,1,NA,NA,NA,NA,6,1
2019-01-07 12:33:20,2019-01-07 12:39:36,0,71.47.195.56,100,376,1,2019-01-07 12:39:37,R_3EXAMUp6Mb58EMW,NA,NA,NA,NA,28.138397216796875,-80.65239715576171875,anonymous,EN,1,1,38,7,I read the instructions,NA,3,7,NA,NA,3,NA,NA,5,4,NA,NA,7,4,6,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:48:23,2019-01-07 12:51:25,0,109.81.213.253,100,181,1,2019-01-07 12:51:25,R_2fs4bwZH0idbaED,NA,NA,NA,NA,50.0500030517578125,14.399993896484375,anonymous,EN,1,1,29,7,I read the instructions,4,3,NA,6,5,NA,5,2,6,NA,3,NA,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:43:02,2019-01-07 12:51:38,0,71.232.227.212,100,516,1,2019-01-07 12:51:39,R_1dGpfgnLz41WRyP,NA,NA,NA,NA,41.7113037109375,-70.47750091552734375,anonymous,EN,1,1,43,7,I read the instructions,NA,NA,6,NA,5,2,NA,NA,NA,2,2,1,6,4,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:52:20,2019-01-07 12:54:24,0,117.196.250.168,100,124,1,2019-01-07 12:54:25,R_25QSjEJvFeFzkF1,NA,NA,NA,NA,13.0832977294921875,80.283294677734375,anonymous,EN,1,1,25,7,NA,7,7,NA,7,NA,NA,7,7,NA,NA,6,7,NA,NA,7,6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:50:43,2019-01-07 12:57:17,0,73.75.151.81,100,393,1,2019-01-07 12:57:17,R_1Mn15r1uDpRZWXD,NA,NA,NA,NA,41.7100982666015625,-85.972900390625,anonymous,EN,1,1,54,7,I read the instructions,NA,NA,NA,NA,2,7,7,NA,5,2,7,1,3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:49:44,2019-01-07 12:59:05,0,117.199.137.152,100,561,1,2019-01-07 12:59:05,R_1dcuwPr3Hngnh6J,NA,NA,NA,NA,9.9333038330078125,78.11669921875,anonymous,EN,1,2,49,7,I read the instructions,5,5,6,7,6,2,NA,6,NA,NA,NA,NA,NA,NA,7,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-01-07 12:49:59,2019-01-07 13:00:38,0,45.49.11.36,100,638,1,2019-01-07 13:00:38,R_DjIXPgUOr2y5gnn,NA,NA,NA,NA,34.058502197265625,-118.30120086669921875,anonymous,EN,1,1,34,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,6,NA,5,NA,4,NA,5,NA,NA,3,4,4,3,1
2019-01-07 12:48:02,2019-01-07 13:02:48,0,157.51.96.113,100,885,1,2019-01-07 13:02:49,R_9oCobf6wOTvXGcp,NA,NA,NA,NA,11.100006103515625,77.350006103515625,anonymous,EN,1,1,37,7,I read the instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,NA,NA,NA,NA,NA,5,NA,7,NA,6,5,7,6,3,NA,1
