P.s,Item,Cond,Antecedent,Consequent,spillover,Fit,Accepts,Confident
23,2,2,1,0,1,Low,3.684210526,4.868421053
1,3,1,0,0,0,High,5.487179487,5.538461538
3,3,1,1,0,1,High,5.487179487,5.538461538
5,3,1,0,0,0,High,5.487179487,5.538461538
7,3,1,0,1,1,High,5.487179487,5.538461538
9,3,1,0,0,0,High,5.487179487,5.538461538
11,3,1,1,1,0,High,5.487179487,5.538461538
13,3,1,1,0,0,High,5.487179487,5.538461538
15,3,1,0,0,1,High,5.487179487,5.538461538
17,3,1,0,0,0,High,5.487179487,5.538461538
19,3,1,0,0,0,High,5.487179487,5.538461538
21,3,1,0,0,1,High,5.487179487,5.538461538
23,3,1,0,0,1,High,5.487179487,5.538461538
2,3,2,0,0,0,Low,4.068181818,5.159090909
4,3,2,0,0,1,Low,4.068181818,5.159090909
6,3,2,0,0,1,Low,4.068181818,5.159090909
8,3,2,0,0,0,Low,4.068181818,5.159090909
10,3,2,0,0,1,Low,4.068181818,5.159090909
12,3,2,1,0,1,Low,4.068181818,5.159090909
14,3,2,0,0,0,Low,4.068181818,5.159090909
16,3,2,0,1,0,Low,4.068181818,5.159090909
18,3,2,1,1,1,Low,4.068181818,5.159090909
20,3,2,0,0,0,Low,4.068181818,5.159090909
22,3,2,0,0,1,Low,4.068181818,5.159090909
24,3,2,0,0,1,Low,4.068181818,5.159090909
2,4,1,0,0,1,High,5.159090909,5.136363636
4,4,1,0,0,0,High,5.159090909,5.136363636
6,4,1,0,0,1,High,5.159090909,5.136363636
8,4,1,1,0,0,High,5.159090909,5.136363636
10,4,1,0,0,1,High,5.159090909,5.136363636
12,4,1,0,0,1,High,5.159090909,5.136363636
14,4,1,0,0,0,High,5.159090909,5.136363636
16,4,1,1,0,1,High,5.159090909,5.136363636
18,4,1,1,0,1,High,5.159090909,5.136363636
20,4,1,0,0,0,High,5.159090909,5.136363636
22,4,1,0,0,0,High,5.159090909,5.136363636
24,4,1,0,0,1,High,5.159090909,5.136363636
1,4,2,1,0,0,Low,4.230769231,5.179487179
3,4,2,0,0,0,Low,4.230769231,5.179487179
5,4,2,1,0,1,Low,4.230769231,5.179487179
7,4,2,1,0,0,Low,4.230769231,5.179487179
9,4,2,0,0,0,Low,4.230769231,5.179487179
11,4,2,1,0,0,Low,4.230769231,5.179487179
13,4,2,0,0,0,Low,4.230769231,5.179487179
15,4,2,0,0,1,Low,4.230769231,5.179487179
17,4,2,0,0,1,Low,4.230769231,5.179487179
19,4,2,0,0,0,Low,4.230769231,5.179487179
21,4,2,0,0,1,Low,4.230769231,5.179487179
23,4,2,0,0,1,Low,4.230769231,5.179487179
1,5,1,0,0,1,High,4.634146341,5.073170732
3,5,1,0,0,0,High,4.634146341,5.073170732
5,5,1,0,1,1,High,4.634146341,5.073170732
7,5,1,1,0,0,High,4.634146341,5.073170732
9,5,1,0,0,0,High,4.634146341,5.073170732
11,5,1,0,1,0,High,4.634146341,5.073170732
13,5,1,0,1,0,High,4.634146341,5.073170732
15,5,1,0,0,1,High,4.634146341,5.073170732
17,5,1,0,0,0,High,4.634146341,5.073170732
19,5,1,0,1,0,High,4.634146341,5.073170732
21,5,1,0,0,1,High,4.634146341,5.073170732
23,5,1,0,0,0,High,4.634146341,5.073170732
2,5,2,0,0,0,Low,3.558139535,4.651162791
4,5,2,1,0,0,Low,3.558139535,4.651162791
6,5,2,0,0,1,Low,3.558139535,4.651162791
8,5,2,1,0,0,Low,3.558139535,4.651162791
10,5,2,0,0,1,Low,3.558139535,4.651162791
12,5,2,1,1,0,Low,3.558139535,4.651162791
14,5,2,0,1,1,Low,3.558139535,4.651162791
16,5,2,0,0,1,Low,3.558139535,4.651162791
18,5,2,1,0,0,Low,3.558139535,4.651162791
20,5,2,0,0,0,Low,3.558139535,4.651162791
22,5,2,0,0,1,Low,3.558139535,4.651162791
24,5,2,0,0,1,Low,3.558139535,4.651162791
2,6,1,0,0,0,High,3.80952381,4.904761905
4,6,1,0,0,0,High,3.80952381,4.904761905
6,6,1,0,0,0,High,3.80952381,4.904761905
8,6,1,0,0,0,High,3.80952381,4.904761905
10,6,1,0,0,0,High,3.80952381,4.904761905
12,6,1,0,0,0,High,3.80952381,4.904761905
14,6,1,1,0,0,High,3.80952381,4.904761905
16,6,1,1,0,1,High,3.80952381,4.904761905
18,6,1,0,1,1,High,3.80952381,4.904761905
20,6,1,0,0,0,High,3.80952381,4.904761905
22,6,1,0,0,0,High,3.80952381,4.904761905
24,6,1,0,1,1,High,3.80952381,4.904761905
1,6,2,0,0,0,Low,3.146341463,5.073170732
3,6,2,0,0,1,Low,3.146341463,5.073170732
5,6,2,0,0,1,Low,3.146341463,5.073170732
7,6,2,0,1,1,Low,3.146341463,5.073170732
9,6,2,0,1,0,Low,3.146341463,5.073170732
11,6,2,0,1,0,Low,3.146341463,5.073170732
13,6,2,0,0,1,Low,3.146341463,5.073170732
15,6,2,0,0,0,Low,3.146341463,5.073170732
17,6,2,0,1,0,Low,3.146341463,5.073170732
19,6,2,0,0,1,Low,3.146341463,5.073170732
21,6,2,0,1,1,Low,3.146341463,5.073170732
23,6,2,1,1,1,Low,3.146341463,5.073170732
1,7,1,0,0,0,High,4.923076923,4.948717949
3,7,1,0,0,0,High,4.923076923,4.948717949
5,7,1,0,1,1,High,4.923076923,4.948717949
7,7,1,0,0,0,High,4.923076923,4.948717949
9,7,1,0,1,0,High,4.923076923,4.948717949
11,7,1,0,0,0,High,4.923076923,4.948717949
13,7,1,0,0,0,High,4.923076923,4.948717949
15,7,1,0,0,1,High,4.923076923,4.948717949
17,7,1,0,1,1,High,4.923076923,4.948717949
19,7,1,0,0,0,High,4.923076923,4.948717949
21,7,1,0,0,1,High,4.923076923,4.948717949
23,7,1,1,1,0,High,4.923076923,4.948717949
2,7,2,0,1,0,Low,3.390243902,5.048780488
4,7,2,0,0,1,Low,3.390243902,5.048780488
6,7,2,1,0,1,Low,3.390243902,5.048780488
8,7,2,0,0,1,Low,3.390243902,5.048780488
10,7,2,0,1,0,Low,3.390243902,5.048780488
12,7,2,0,1,1,Low,3.390243902,5.048780488
14,7,2,0,0,1,Low,3.390243902,5.048780488
16,7,2,1,0,1,Low,3.390243902,5.048780488
18,7,2,1,1,0,Low,3.390243902,5.048780488
20,7,2,0,0,1,Low,3.390243902,5.048780488
22,7,2,0,0,0,Low,3.390243902,5.048780488
24,7,2,0,0,1,Low,3.390243902,5.048780488
2,8,1,0,0,0,High,5.25,5.545454545
4,8,1,1,0,0,High,5.25,5.545454545
6,8,1,0,0,0,High,5.25,5.545454545
8,8,1,1,0,0,High,5.25,5.545454545
10,8,1,0,0,1,High,5.25,5.545454545
12,8,1,1,0,0,High,5.25,5.545454545
14,8,1,0,0,0,High,5.25,5.545454545
16,8,1,0,0,1,High,5.25,5.545454545
18,8,1,0,0,0,High,5.25,5.545454545
20,8,1,0,0,0,High,5.25,5.545454545
22,8,1,0,0,1,High,5.25,5.545454545
24,8,1,1,0,1,High,5.25,5.545454545
1,8,2,0,0,0,Low,4.743589744,5.384615385
3,8,2,0,0,1,Low,4.743589744,5.384615385
5,8,2,0,0,0,Low,4.743589744,5.384615385
7,8,2,1,0,1,Low,4.743589744,5.384615385
9,8,2,0,0,0,Low,4.743589744,5.384615385
11,8,2,1,0,0,Low,4.743589744,5.384615385
13,8,2,0,0,0,Low,4.743589744,5.384615385
15,8,2,0,0,0,Low,4.743589744,5.384615385
17,8,2,0,0,0,Low,4.743589744,5.384615385
19,8,2,0,0,1,Low,4.743589744,5.384615385
21,8,2,0,0,0,Low,4.743589744,5.384615385
23,8,2,1,0,1,Low,4.743589744,5.384615385
1,9,1,0,0,0,High,4.975609756,4.829268293
3,9,1,0,1,0,High,4.975609756,4.829268293
5,9,1,0,0,1,High,4.975609756,4.829268293
7,9,1,1,0,1,High,4.975609756,4.829268293
9,9,1,0,0,1,High,4.975609756,4.829268293
11,9,1,0,0,0,High,4.975609756,4.829268293
13,9,1,1,0,0,High,4.975609756,4.829268293
15,9,1,1,0,0,High,4.975609756,4.829268293
17,9,1,0,0,1,High,4.975609756,4.829268293
19,9,1,0,1,1,High,4.975609756,4.829268293
21,9,1,1,1,1,High,4.975609756,4.829268293
23,9,1,0,0,1,High,4.975609756,4.829268293
2,9,2,0,0,0,Low,4,5.318181818
4,9,2,0,0,1,Low,4,5.318181818
6,9,2,0,0,1,Low,4,5.318181818
8,9,2,1,0,0,Low,4,5.318181818
10,9,2,1,0,1,Low,4,5.318181818
12,9,2,0,0,0,Low,4,5.318181818
14,9,2,0,0,0,Low,4,5.318181818
16,9,2,0,0,1,Low,4,5.318181818
18,9,2,0,0,1,Low,4,5.318181818
20,9,2,1,0,0,Low,4,5.318181818
22,9,2,0,0,1,Low,4,5.318181818
24,9,2,0,0,1,Low,4,5.318181818
2,10,1,0,0,0,High,5.097560976,5.341463415
4,10,1,0,0,1,High,5.097560976,5.341463415
6,10,1,0,0,1,High,5.097560976,5.341463415
8,10,1,0,0,0,High,5.097560976,5.341463415
10,10,1,1,0,0,High,5.097560976,5.341463415
12,10,1,0,0,0,High,5.097560976,5.341463415
14,10,1,0,1,1,High,5.097560976,5.341463415
16,10,1,1,1,1,High,5.097560976,5.341463415
18,10,1,0,0,0,High,5.097560976,5.341463415
20,10,1,0,0,0,High,5.097560976,5.341463415
22,10,1,0,0,0,High,5.097560976,5.341463415
24,10,1,0,1,1,High,5.097560976,5.341463415
1,10,2,0,0,0,Low,4.333333333,4.897435897
3,10,2,1,0,1,Low,4.333333333,4.897435897
5,10,2,0,0,0,Low,4.333333333,4.897435897
7,10,2,0,0,1,Low,4.333333333,4.897435897
9,10,2,0,0,1,Low,4.333333333,4.897435897
11,10,2,1,0,1,Low,4.333333333,4.897435897
13,10,2,1,0,1,Low,4.333333333,4.897435897
15,10,2,0,0,1,Low,4.333333333,4.897435897
17,10,2,1,0,1,Low,4.333333333,4.897435897
19,10,2,0,0,0,Low,4.333333333,4.897435897
21,10,2,0,1,1,Low,4.333333333,4.897435897
23,10,2,0,1,1,Low,4.333333333,4.897435897
1,11,1,0,0,0,High,4.615384615,5.230769231
3,11,1,0,0,0,High,4.615384615,5.230769231
5,11,1,0,0,0,High,4.615384615,5.230769231
7,11,1,0,0,0,High,4.615384615,5.230769231
9,11,1,0,1,1,High,4.615384615,5.230769231
11,11,1,0,0,1,High,4.615384615,5.230769231
13,11,1,0,0,1,High,4.615384615,5.230769231
15,11,1,0,0,0,High,4.615384615,5.230769231
17,11,1,0,0,1,High,4.615384615,5.230769231
19,11,1,0,0,0,High,4.615384615,5.230769231
21,11,1,0,0,1,High,4.615384615,5.230769231
23,11,1,0,0,0,High,4.615384615,5.230769231
2,11,2,0,0,0,Low,4.181818182,4.931818182
4,11,2,0,0,1,Low,4.181818182,4.931818182
6,11,2,0,0,1,Low,4.181818182,4.931818182
8,11,2,0,0,1,Low,4.181818182,4.931818182
10,11,2,0,0,0,Low,4.181818182,4.931818182
12,11,2,0,0,1,Low,4.181818182,4.931818182
14,11,2,0,1,0,Low,4.181818182,4.931818182
16,11,2,1,1,1,Low,4.181818182,4.931818182
18,11,2,0,0,1,Low,4.181818182,4.931818182
20,11,2,0,0,0,Low,4.181818182,4.931818182
22,11,2,0,0,0,Low,4.181818182,4.931818182
24,11,2,1,0,1,Low,4.181818182,4.931818182
2,12,1,0,0,0,High,5.511627907,5.558139535
4,12,1,0,0,1,High,5.511627907,5.558139535
6,12,1,0,0,1,High,5.511627907,5.558139535
8,12,1,0,0,0,High,5.511627907,5.558139535
10,12,1,0,0,1,High,5.511627907,5.558139535
12,12,1,0,1,0,High,5.511627907,5.558139535
14,12,1,1,0,0,High,5.511627907,5.558139535
16,12,1,0,0,1,High,5.511627907,5.558139535
18,12,1,0,0,0,High,5.511627907,5.558139535
20,12,1,0,0,0,High,5.511627907,5.558139535
22,12,1,1,0,0,High,5.511627907,5.558139535
24,12,1,1,0,1,High,5.511627907,5.558139535
1,12,2,1,0,1,Low,2.675,5.2
3,12,2,0,0,1,Low,2.675,5.2
5,12,2,0,1,1,Low,2.675,5.2
7,12,2,1,0,0,Low,2.675,5.2
9,12,2,0,0,1,Low,2.675,5.2
11,12,2,0,1,0,Low,2.675,5.2
13,12,2,0,0,0,Low,2.675,5.2
15,12,2,1,0,0,Low,2.675,5.2
17,12,2,0,1,1,Low,2.675,5.2
19,12,2,0,1,1,Low,2.675,5.2
21,12,2,0,0,1,Low,2.675,5.2
23,12,2,0,0,0,Low,2.675,5.2
1,13,1,0,0,0,High,6.051282051,6.179487179
3,13,1,0,1,1,High,6.051282051,6.179487179
5,13,1,1,0,1,High,6.051282051,6.179487179
7,13,1,0,1,1,High,6.051282051,6.179487179
9,13,1,0,0,0,High,6.051282051,6.179487179
11,13,1,1,0,0,High,6.051282051,6.179487179
13,13,1,0,0,0,High,6.051282051,6.179487179
15,13,1,1,0,1,High,6.051282051,6.179487179
17,13,1,0,0,1,High,6.051282051,6.179487179
19,13,1,1,0,1,High,6.051282051,6.179487179
21,13,1,1,0,0,High,6.051282051,6.179487179
23,13,1,1,0,0,High,6.051282051,6.179487179
2,13,2,0,1,0,Low,3.931818182,5.136363636
4,13,2,1,0,1,Low,3.931818182,5.136363636
6,13,2,1,0,1,Low,3.931818182,5.136363636
8,13,2,0,1,1,Low,3.931818182,5.136363636
10,13,2,0,1,1,Low,3.931818182,5.136363636
12,13,2,0,0,1,Low,3.931818182,5.136363636
14,13,2,0,0,1,Low,3.931818182,5.136363636
16,13,2,0,1,1,Low,3.931818182,5.136363636
18,13,2,0,1,1,Low,3.931818182,5.136363636
20,13,2,0,0,0,Low,3.931818182,5.136363636
22,13,2,0,0,1,Low,3.931818182,5.136363636
24,13,2,1,1,1,Low,3.931818182,5.136363636
2,14,1,0,0,0,High,4.790697674,5.069767442
4,14,1,1,0,0,High,4.790697674,5.069767442
6,14,1,0,0,0,High,4.790697674,5.069767442
8,14,1,0,0,0,High,4.790697674,5.069767442
10,14,1,0,0,1,High,4.790697674,5.069767442
12,14,1,0,0,0,High,4.790697674,5.069767442
14,14,1,0,0,1,High,4.790697674,5.069767442
16,14,1,0,0,0,High,4.790697674,5.069767442
18,14,1,0,0,0,High,4.790697674,5.069767442
20,14,1,0,0,1,High,4.790697674,5.069767442
22,14,1,0,1,1,High,4.790697674,5.069767442
24,14,1,1,0,0,High,4.790697674,5.069767442
1,14,2,0,0,0,Low,4.1,5
3,14,2,1,0,0,Low,4.1,5
5,14,2,0,0,0,Low,4.1,5
7,14,2,1,0,0,Low,4.1,5
9,14,2,0,1,0,Low,4.1,5
11,14,2,1,0,1,Low,4.1,5
13,14,2,0,0,1,Low,4.1,5
15,14,2,0,0,1,Low,4.1,5
17,14,2,0,1,1,Low,4.1,5
19,14,2,1,0,0,Low,4.1,5
21,14,2,0,1,0,Low,4.1,5
23,14,2,0,1,0,Low,4.1,5
1,15,1,0,0,1,High,5.756097561,5.853658537
3,15,1,1,0,1,High,5.756097561,5.853658537
5,15,1,1,1,0,High,5.756097561,5.853658537
7,15,1,1,0,0,High,5.756097561,5.853658537
9,15,1,0,0,0,High,5.756097561,5.853658537
11,15,1,1,0,0,High,5.756097561,5.853658537
13,15,1,0,1,0,High,5.756097561,5.853658537
15,15,1,0,0,1,High,5.756097561,5.853658537
17,15,1,0,0,1,High,5.756097561,5.853658537
19,15,1,0,0,0,High,5.756097561,5.853658537
21,15,1,0,0,0,High,5.756097561,5.853658537
23,15,1,0,1,0,High,5.756097561,5.853658537
2,15,2,0,0,1,Low,4.804347826,5
4,15,2,1,0,0,Low,4.804347826,5
6,15,2,0,0,1,Low,4.804347826,5
8,15,2,0,0,1,Low,4.804347826,5
10,15,2,0,0,1,Low,4.804347826,5
12,15,2,0,0,0,Low,4.804347826,5
14,15,2,0,1,0,Low,4.804347826,5
16,15,2,0,0,0,Low,4.804347826,5
18,15,2,1,0,0,Low,4.804347826,5
20,15,2,0,0,0,Low,4.804347826,5
22,15,2,0,0,0,Low,4.804347826,5
24,15,2,1,0,1,Low,4.804347826,5
2,16,1,0,0,1,High,4.577777778,4.888888889
4,16,1,0,0,1,High,4.577777778,4.888888889
6,16,1,0,1,1,High,4.577777778,4.888888889
8,16,1,0,0,1,High,4.577777778,4.888888889
10,16,1,1,0,1,High,4.577777778,4.888888889
12,16,1,1,0,1,High,4.577777778,4.888888889
14,16,1,0,0,0,High,4.577777778,4.888888889
16,16,1,0,0,0,High,4.577777778,4.888888889
18,16,1,0,0,0,High,4.577777778,4.888888889
20,16,1,0,0,0,High,4.577777778,4.888888889
22,16,1,0,0,1,High,4.577777778,4.888888889
24,16,1,1,0,0,High,4.577777778,4.888888889
1,16,2,0,0,1,Low,3.897435897,5.025641026
3,16,2,0,0,1,Low,3.897435897,5.025641026
5,16,2,1,1,1,Low,3.897435897,5.025641026
7,16,2,0,1,1,Low,3.897435897,5.025641026
9,16,2,0,0,1,Low,3.897435897,5.025641026
11,16,2,0,0,0,Low,3.897435897,5.025641026
13,16,2,0,0,1,Low,3.897435897,5.025641026
15,16,2,0,0,0,Low,3.897435897,5.025641026
17,16,2,0,0,1,Low,3.897435897,5.025641026
19,16,2,1,1,1,Low,3.897435897,5.025641026
21,16,2,1,0,1,Low,3.897435897,5.025641026
23,16,2,1,1,0,Low,3.897435897,5.025641026
1,17,1,0,0,0,High,5.894736842,5.842105263
3,17,1,0,0,1,High,5.894736842,5.842105263
5,17,1,0,0,0,High,5.894736842,5.842105263
7,17,1,1,0,0,High,5.894736842,5.842105263
9,17,1,0,0,0,High,5.894736842,5.842105263
11,17,1,0,0,1,High,5.894736842,5.842105263
13,17,1,1,0,0,High,5.894736842,5.842105263
15,17,1,0,0,1,High,5.894736842,5.842105263
17,17,1,0,0,0,High,5.894736842,5.842105263
19,17,1,1,0,0,High,5.894736842,5.842105263
21,17,1,0,0,0,High,5.894736842,5.842105263
23,17,1,0,0,1,High,5.894736842,5.842105263
2,17,2,0,0,0,Low,4.738095238,4.952380952
4,17,2,0,0,0,Low,4.738095238,4.952380952
6,17,2,1,1,1,Low,4.738095238,4.952380952
8,17,2,1,0,0,Low,4.738095238,4.952380952
10,17,2,1,0,1,Low,4.738095238,4.952380952
12,17,2,0,0,1,Low,4.738095238,4.952380952
14,17,2,0,0,0,Low,4.738095238,4.952380952
16,17,2,0,0,1,Low,4.738095238,4.952380952
18,17,2,1,0,1,Low,4.738095238,4.952380952
20,17,2,0,0,1,Low,4.738095238,4.952380952
22,17,2,0,0,0,Low,4.738095238,4.952380952
24,17,2,1,0,1,Low,4.738095238,4.952380952
2,18,1,0,0,0,High,4.227272727,4.568181818
4,18,1,0,0,0,High,4.227272727,4.568181818
6,18,1,0,0,1,High,4.227272727,4.568181818
8,18,1,1,0,0,High,4.227272727,4.568181818
10,18,1,0,0,0,High,4.227272727,4.568181818
12,18,1,0,0,0,High,4.227272727,4.568181818
14,18,1,0,0,1,High,4.227272727,4.568181818
16,18,1,0,0,1,High,4.227272727,4.568181818
18,18,1,0,1,1,High,4.227272727,4.568181818
20,18,1,0,0,0,High,4.227272727,4.568181818
22,18,1,1,0,1,High,4.227272727,4.568181818
24,18,1,0,0,1,High,4.227272727,4.568181818
1,18,2,0,0,1,Low,4.205128205,4.743589744
3,18,2,0,1,0,Low,4.205128205,4.743589744
5,18,2,0,0,0,Low,4.205128205,4.743589744
7,18,2,1,0,0,Low,4.205128205,4.743589744
9,18,2,0,0,1,Low,4.205128205,4.743589744
11,18,2,1,1,0,Low,4.205128205,4.743589744
13,18,2,0,0,0,Low,4.205128205,4.743589744
15,18,2,0,0,0,Low,4.205128205,4.743589744
17,18,2,0,0,0,Low,4.205128205,4.743589744
19,18,2,0,1,0,Low,4.205128205,4.743589744
21,18,2,1,0,1,Low,4.205128205,4.743589744
23,18,2,1,1,0,Low,4.205128205,4.743589744
